Tên sản phẩm,Mã sản phẩm,Mã giảm giá,Mức giảm tối thiểu,Mức giảm tối đa,Phương thức thanh toán nhận khuyến mãi,Price,Old Price,Thời gian sử dụng pin (tháng),Đối tượng sử dụng:,Đường kính mặt (mm),Độ dày mặt (mm),Nguồn năng lượng:,Mức kháng nước (ATM),Chất liệu mặt kính:,Thương hiệu của:,Bình luận
MVW Sun & Moon,ML08502SM,VNPAYTGDD4,50000,100000,VNPAY-QR,990000,1990000,24.0,Nam,44.0,8.25,Pin,5.0,Kính Sapphire,Việt Nam,"Không có hướng dẫn sự dụng , chức nang sun moon trên đồng hồ không hoạt động"
Q&Q,C32A008PY,VNPAYTGDD4,50000,100000,VNPAY-QR,349000,990000,24.0,Nam,42.0,10.4,Pin,5.0,Kính khoáng Mineral,Nhật Bản,N/A
MVW Galaxy,MSA09301S2,VNPAYTGDD4,50000,100000,VNPAY-QR,2010000,4490000,N/A,Nam,43.0,15.6,Cơ tự động,5.0,Kính Sapphire,Việt Nam,Mua 5 ngày đồng hồ khô trữ cót phải đi Bảo hành. Đùa
CASIO,AE1500WH2AVDF,VNPAYTGDD4,50000,100000,VNPAY-QR,971000,1295000,120.0,Nam,51.2,15.7,Pin,10.0,Nhựa,Nhật Bản,"Lên tay khá đẹp. Thích nhất mặt số. To,rõ,độ tương phản caoHiển thông tin rất trực quan,không rối rắm"
ELIO Flower,EL12301,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,24.0,Nữ,35.0,9.3,Pin,3.0,Kính khoáng Mineral,Việt Nam,"Đồng hồ kiểu dáng đẹp, đeo vào nhìn rất sang và sáng"
SMILE KID,SL12501,VNPAYTGDD4,50000,100000,VNPAY-QR,190000,290000,12.0,Trẻ em,30.0,10.0,Pin,3.0,Nhựa,Việt Nam,tốt
MVW Glory,ML07901,VNPAYTGDD4,50000,100000,VNPAY-QR,590000,1290000,36.0,Nam,43.0,9.2,Pin,5.0,Kính khoáng Mineral,Việt Nam,Dây chưa tốt
MVW Star Automatic,MLA00402N,VNPAYTGDD4,50000,100000,VNPAY-QR,1990000,3990000,N/A,Nam,41.5,12.0,Cơ tự động,5.0,Kính Sapphire,Việt Nam,"cơ lộ máy, kính sapphire, kháng nước 5 ATM, khoá luxyry giá 1.090.000đ quá hời..còn chờ gì mà không mua mấy bác"
MVW Star Automatic,MLA00501N,VNPAYTGDD4,50000,100000,VNPAY-QR,1990000,3950000,N/A,Nam,42.0,11.5,Cơ tự động,5.0,Kính Sapphire,Việt Nam,"Tầm giá mềm cũng khá ổn Kim giây trôi chậm, giờ cũng khá chính xác, cót tích được tầm 2 ngày cũng khá ổn Ngoại trừ thương hiệu mới ra thì đều tạm ổn"
CASIO,MTPV005L7B5UDF,VNPAYTGDD4,50000,100000,VNPAY-QR,588000,784000,36.0,Nam,40.0,8.1,Pin,1.0,Kính khoáng Mineral,Nhật Bản,Dùng ok
MVW,ML06802,VNPAYTGDD4,50000,100000,VNPAY-QR,590000,1290000,36.0,Nam,41.0,10.0,Pin,5.0,Kính khoáng Mineral,Việt Nam,Hàng đẹp sáng
ELIO Flower,ES11901,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,24.0,Nữ,32.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,"Đồng hồ sang, đẹp"
EDIFICE CASIO,EF539D1AVDF,VNPAYTGDD4,50000,100000,VNPAY-QR,3701000,4935000,36.0,Nam,53.5,11.5,Pin,10.0,Kính khoáng Mineral,Nhật Bản,N/A
SMILE KID,SL3821,VNPAYTGDD4,50000,100000,VNPAY-QR,190000,290000,36.0,Trẻ em,34.0,14.0,Pin,3.0,Kính Acrylic (thủy tinh hữu cơ),Việt Nam,Rất đẹp
ELIO,EC00701,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,990000,24.0,Nam,40.0,7.8,Pin,3.0,Kính khoáng Mineral,Việt Nam,"Hiện tại vẫn tốt , chạy không lệch giờ"
ELIO Xmas,ES09902,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,24.0,Nữ,26.0,8.5,Pin,3.0,Kính khoáng Mineral,Việt Nam,"Màu thực tế không giống hình. Màu của mặt đồng hồ là xanh lá, màu vàng của dây là vàng chóe chứ không phải đồng giả cổ. Khóa khó đeo nha."
ELIO,EC00801,VNPAYTGDD4,50000,100000,VNPAY-QR,490000,890000,24.0,Nam,40.0,7.8,Pin,3.0,Kính khoáng Mineral,Việt Nam,Dùng chán quá
ELIO Xmas,EL08604,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1190000,24.0,Nữ,28.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,"Đẹp, nhưng vì màn hình màu xanh khó nhìn giờ tí"
CASIO,MTPV300GL1AUDF,VNPAYTGDD4,50000,100000,VNPAY-QR,1210000,1865000,24.0,Nam,40.0,9.0,Pin,5.0,Kính khoáng Mineral,Nhật Bản,"Mới nhận hàng, nhân viên giao hàng nhiệt tình, đồng hồ đẹp tạm thời cho 5 đã, sử dụng 1thời gian rồi đánh giá tiếp."
ORIENT SK,RAAA0B05R19B,VNPAYTGDD4,50000,100000,VNPAY-QR,4990000,8000000,N/A,Nam,41.7,12.6,Cơ tự động,5.0,Kính khoáng Mineral,Nhật Bản,"Chồng tui khen đồng hồ này lắm. Giá rẻ,chất lượng, kiểu dáng đẹp. K dễ mua đồng hồ cơ giá này đâu. Thương hiệu khác rẻ lắm cũng 20 triệu, mê nhưng giờ đã có 1 em cơ rồi."
EYKI,EYC00702,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,990000,24.0,Nữ,29.0,7.6,Pin,3.0,Kính khoáng Mineral,Trung Quốc,N/A
SMILE KID,SL12202,VNPAYTGDD4,50000,100000,VNPAY-QR,190000,260000,12.0,Trẻ em,29.0,9.8,Pin,3.0,Nhựa,Việt Nam,đồng hồ rất là đẹp con mình thích lắm
SMILE KID,SL12103,VNPAYTGDD4,50000,100000,VNPAY-QR,190000,290000,12.0,Trẻ em,29.0,9.8,Pin,3.0,Nhựa,Việt Nam,Sài ok.bé  rất  thích
EYKI,EYC01802,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1090000,24.0,Nữ,33.0,8.2,Pin,3.0,Kính khoáng Mineral,Trung Quốc,N/A
EYKI,EYS00703,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1090000,24.0,Nữ,28.5,7.9,Pin,3.0,Kính khoáng Mineral,Trung Quốc,N/A
MVW,ML06301,VNPAYTGDD4,50000,100000,VNPAY-QR,990000,1990000,24.0,Nam,42.0,10.0,Pin,5.0,Kính Sapphire,Việt Nam,"5 giờ chiều 1408 Mình đã mua sản phẩm này ở ĐMX Kha Vạn Cân để dành cho việc lần đầu đi làm do mình sinh viên mới ra trường trong tháng này . Đây cũng là chiếc đồng hồ đầu tiên mình mua luôn, may mắn được anh nhân viên tư vấn rất tuyệt vời tận tình chu đáo đưa ra lời khuyên rất hữu ích cho mình ạ. Em xin phép được đánh giá 5 cho sản phẩm và 10 cho anh nhân viên tư vấn ạ. Em cảm ơn anh rất nhiều ạ."
CASIO,LTPVT01L5BUDF,VNPAYTGDD4,50000,100000,VNPAY-QR,768000,1182000,36.0,Nữ,34.0,7.9,Pin,1.0,Kính khoáng Mineral,Nhật Bản,Tới thời điểm hiện tại chưa có vấn đề gì
ELIO,EC01501,VNPAYTGDD4,50000,100000,VNPAY-QR,890000,1390000,24.0,Nam,42.0,9.6,Pin,3.0,Kính khoáng Mineral,Việt Nam,Sản phẩm ok thiết kế dễ phối đồ
ELIO,ES11502,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1190000,24.0,Nữ,30.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,"Đống hồ đẹp lắm. Chạy ổn. Mua dc giá sale quá hời. Các nhân viên tgdd nhiệt tình, vui vẻ lắm nhé. Ưng cái cách họ phục vụ từ bác bảo vệ đến nhân viên bán hàng"
ELIO,EL09101,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,990000,24.0,Nữ,30.0,9.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,Đồng hồ đẹp số với giá tiền
SMILE KID,SL08803,VNPAYTGDD4,50000,100000,VNPAY-QR,290000,380000,12.0,Trẻ em,44.0,14.0,Pin,5.0,Nhựa PMMA,Việt Nam,Mặt đồng hồ to nhưng phần hiển thị giờ quá nhỏ. Màn hình ko hiển thị sắc nét các chữ số. Ở ngoài trời sáng ko thể nhing thấy giơd và ngày tháng rõ ràng
ELIO Flower,EL11901,VNPAYTGDD4,50000,100000,VNPAY-QR,390000,1290000,24.0,Nữ,28.0,8.6,Pin,3.0,Kính khoáng Mineral,Việt Nam,Mẫu mã đẹp nhưng nếu đánh dấu giờ bằng số sẽ dễ phân biệt giờ hơn
MVW Sport,ML07102,VNPAYTGDD4,50000,100000,VNPAY-QR,990000,1950000,24.0,Nam,41.0,10.0,Pin,5.0,Kính khoáng Mineral,Việt Nam,"Chả hiểu sao, mới mua chưa tới tháng mà sao cái đồng hồ lạ ghê. Lúc chạy, lúc ngưng như kiểu đồng hỗ đã tới tuổi thọ ấy."
ELIO,EL08603,VNPAYTGDD4,50000,100000,VNPAY-QR,320000,1090000,24.0,Nữ,28.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,"Đồng hồ rất xinh, mình thích nha."
SMILE KID,SL219L05,VNPAYTGDD4,50000,100000,VNPAY-QR,190000,290000,12.0,Trẻ em,39.0,12.5,Pin,5.0,Kính Acrylic (thủy tinh hữu cơ),Việt Nam,hài lòng với sản phẩm
SMILE KID,SL09901,VNPAYTGDD4,50000,100000,VNPAY-QR,290000,320000,24.0,Trẻ em,31.0,8.0,Pin,3.0,Kính Acrylic (thủy tinh hữu cơ),Việt Nam,"Đồng hồ rất đẹp và rất tốt
Màu sắc và kiểu dáng rất trẻ trung, phù hợp với sở thích của trẻ nhỏ"
ELIO,ES14201,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,24.0,Nữ,30.0,10.5,Pin,3.0,Kính khoáng Mineral,Việt Nam,N/A
ELIO Set quà,EL14301,VNPAYTGDD4,50000,100000,VNPAY-QR,890000,1390000,24.0,Nữ,32.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,N/A
MVW,MS07903,VNPAYTGDD4,50000,100000,VNPAY-QR,790000,1490000,36.0,Nam,41.0,10.0,Pin,5.0,Kính khoáng Mineral,Việt Nam,Xài cũng ok nhe
NAKZEN,SL9006G7,VNPAYTGDD4,50000,100000,VNPAY-QR,825000,1650000,24.0,Nam,40.0,8.4,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Vào nước
MVW,ML04401,VNPAYTGDD4,50000,100000,VNPAY-QR,790000,1290000,36.0,Nam,44.0,11.0,Pin,5.0,Kính khoáng Mineral,Việt Nam,Sản phẩm chất lượng Nhân viên tư vấn nhiệt tình
NAKZEN,SL4118LBN7,VNPAYTGDD4,50000,100000,VNPAY-QR,545000,1090000,24.0,Nữ,30.0,8.0,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Mình mới mua nhung cảm thấy khá tốt.
ORIENT Sun & Moon,RAAS0009S10B,VNPAYTGDD4,50000,100000,VNPAY-QR,12030000,16040000,N/A,Nam,42.0,14.0,Cơ tự động,5.0,Kính Sapphire,Nhật Bản,Tốt
CITIZEN,CB588755H,VNPAYTGDD4,50000,100000,VNPAY-QR,16732000,19685000,72.0,Nam,42.5,13.0,Ánh sáng,20.0,Kính Sapphire,Nhật Bản,N/A
TITAN Gents Karishma,1823YL01,VNPAYTGDD4,50000,100000,VNPAY-QR,1000000,2000000,18.0,Nam,40.0,8.3,Pin,3.0,Kính khoáng Mineral,Ấn Độ,Êm nha
CITIZEN,AN819051L,VNPAYTGDD4,50000,100000,VNPAY-QR,4188000,5585000,24.0,Nam,42.0,11.0,Pin,10.0,Kính khoáng Mineral,Nhật Bản,Nhân viên hỗ trợ tại cửa hàng rất nhiệt tình và thân thiện
ORIENT,FGW01008W0,VNPAYTGDD4,50000,100000,VNPAY-QR,3577000,4770000,36.0,Nam,37.9,6.9,Pin,5.0,Kính Sapphire,Nhật Bản,Mình thay dây da được ko bạn
CASIO,MQ277EDF,VNPAYTGDD4,50000,100000,VNPAY-QR,290000,454000,24.0,Nam,26.0,8.0,Pin,3.0,Nhựa Resin,Nhật Bản,Nhìn dễ thương em có lẽ hợp với nữ hơn nhìn bên ngoài nó nhỏ hơn ở trong hình
CITIZEN,EU607353A,VNPAYTGDD4,50000,100000,VNPAY-QR,2730000,4200000,24.0,Nữ,28.0,7.8,Pin,5.0,Kính khoáng Mineral,Nhật Bản,"Mình mua sp tuy không đắt tiền lắm nhưng các anh chị nhân viên rất nhiệt tình  chi nhánh ngay Quang Trung - Thống Nhất  
Đồng hồ đẹp, đáng tiền nha mn"
MVW,MS06302,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1490000,24.0,Nam,42.0,9.0,Pin,5.0,Kính Sapphire,Việt Nam,Thỉnh thoảng bị chậm giờ ko hiểu tại sao
CITIZEN,AK500658A,VNPAYTGDD4,50000,100000,VNPAY-QR,3663000,4885000,24.0,Nam,41.0,10.0,Pin,5.0,Kính khoáng Mineral,Nhật Bản,tốt
CITIZEN,AW162021E,VNPAYTGDD4,50000,100000,VNPAY-QR,3435000,5285000,0.0,Nam,42.0,11.0,Ánh sáng,10.0,Kính khoáng Mineral,Nhật Bản,N/A
FOSSIL,ES4919,VNPAYTGDD4,50000,100000,VNPAY-QR,1735000,3470000,24.0,Nữ,34.0,9.0,Pin,5.0,Kính khoáng Mineral,Mỹ,"Đồng hồ đẹp, giá khá ổn áp, mình sài được gần 2 tuần thấy chạy khá ổn."
MVW,MS06103,VNPAYTGDD4,50000,100000,VNPAY-QR,790000,1490000,24.0,Nam,42.0,10.0,Pin,5.0,Kính Sapphire,Việt Nam,"Mua dc 3 hôm đi thay pin 2 lần, đến hôm thứ 3 mới phát hiện chạy đến 6h7h kim giây đứng im, xong ko có để đổi rồi phải đem bảo hành. Ko xài dc gì"
ORIENT Contemporary,RAAR0007S10B,VNPAYTGDD4,50000,100000,VNPAY-QR,9307000,12410000,N/A,Nam,40.8,11.0,Cơ tự động,5.0,Kính Sapphire,Nhật Bản,"Mới mua ,hàng chất lượng"
FOSSIL,FS5636,VNPAYTGDD4,50000,100000,VNPAY-QR,2445000,4890000,24.0,Nam,44.0,11.0,Pin,5.0,Kính khoáng Mineral,Mỹ,"Đồng hồ tạm ổn so với giá khuyến mãi vậy,ko gì đáng kể"
MVW,MS06601,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1490000,24.0,Nam,41.0,8.0,Pin,5.0,Kính Sapphire,Việt Nam,Sao mới lấy ở điện máy xanh khu vực trảng bàng về hết chạy rồi
MVW,ML05202,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,24.0,Nam,40.0,9.0,Pin,5.0,Kính Sapphire,Việt Nam,Đồng hồ rất tốt
NAKZEN,SL9287LBK7,VNPAYTGDD4,50000,100000,VNPAY-QR,495000,990000,24.0,Nữ,33.0,7.0,Pin,5.0,Kính khoáng Mineral,Nhật Bản,Nhân viên ok
TITAN Neo IV,1802SM01,VNPAYTGDD4,50000,100000,VNPAY-QR,900000,1800000,18.0,Nam,41.0,7.7,Pin,5.0,Kính khoáng Mineral,Ấn Độ,"ĐK , đẹp , nhân viên  rất tận tình ,chu đáo cảm ơn"
CITIZEN C7,NH839305A,VNPAYTGDD4,50000,100000,VNPAY-QR,6282000,8377000,N/A,Nam,40.0,13.0,Cơ tự động,5.0,Kính khoáng Mineral,Nhật Bản,Mới dùng được 2 tuần từ lúc mua tới nay thứ ngày tháng cứ chạy sai mặc dù đã canh chỉnh nhiều lần.
NAKZEN,SL4110L7N3,VNPAYTGDD4,50000,100000,VNPAY-QR,825000,1650000,24.0,Nữ,25.0,6.5,Pin,3.0,Kính khoáng Mineral,Nhật Bản,mẫu nhỏ vừa tay dễ thương
NAKZEN,SS4116LD7N3,VNPAYTGDD4,50000,100000,VNPAY-QR,990000,1980000,24.0,Nữ,25.0,6.9,Pin,3.0,Kính khoáng Mineral,Nhật Bản,N/A
CITIZEN,AN819051A,VNPAYTGDD4,50000,100000,VNPAY-QR,4188000,5585000,24.0,Nam,42.0,11.0,Pin,10.0,Kính khoáng Mineral,Nhật Bản,"Đồng hồ sáng đẹp, ôm tay, nhân viên phục vụ nhiệt tình, tới tận nhà để thâu dây. Xin cảm ơn"
Q&Q,VQ86J029Y,VNPAYTGDD4,50000,100000,VNPAY-QR,210000,429000,36.0,Nữ,34.0,10.0,Pin,10.0,Kính Acrylic (thủy tinh hữu cơ),Nhật Bản,"Vừa mở hộp đã thấy sứt dây, dây không mới, giống hàng trưng bày để lâu bị bụi, nhưng với giá 159k thì cũng phải chấp nhận thôi, của rẻ mà"
Q&Q,VS13J003Y,VNPAYTGDD4,50000,100000,VNPAY-QR,210000,429000,36.0,Nữ,32.0,10.0,Pin,10.0,Kính Acrylic (thủy tinh hữu cơ),Nhật Bản,Tốt đẹp bền
CITIZEN,BM683825X,VNPAYTGDD4,50000,100000,VNPAY-QR,3770000,5800000,0.0,Nam,42.0,10.7,Ánh sáng,10.0,Kính khoáng Mineral,Nhật Bản,Màu xanh của mặt ở ngoài tối hơn trong hình. Trong hình mặt màu xanh đẹp và sáng . Nhìn ở ngoài một trời một vực với trong ảnh
ELLE,ELL25019,VNPAYTGDD4,50000,100000,VNPAY-QR,1900000,3800000,24.0,Nữ,32.0,9.0,Pin,3.0,Kính khoáng Mineral,Pháp,Rất tốt 0k
ESPRIT,ES1L153M1045,VNPAYTGDD4,50000,100000,VNPAY-QR,1540000,3080000,18.0,Nữ,34.0,7.0,Pin,5.0,Kính khoáng Mineral,Mỹ,N/A
MVW,MS06401,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1990000,24.0,Nam,40.0,8.0,Pin,5.0,Kính Sapphire,Việt Nam,Hàng đẹp ok.chất lượng chờ đợi thời gian
SMILE KID,SL01801,VNPAYTGDD4,50000,100000,VNPAY-QR,190000,250000,24.0,Trẻ em,30.0,10.0,Pin,3.0,Kính Acrylic (thủy tinh hữu cơ),Việt Nam,Tốt bé rất thích
TITAN,1734SL01,VNPAYTGDD4,50000,100000,VNPAY-QR,1360000,2720000,18.0,Nam,43.0,9.4,Pin,5.0,Kính khoáng Mineral,Ấn Độ,Dây mới dùng được 2 ngày đã thấy đức rồi
NAKZEN Hoa & Gió,SS9001LRE7NO,VNPAYTGDD4,50000,100000,VNPAY-QR,825000,1650000,24.0,Nữ,32.0,8.2,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Nhân viên phục vụ nhiệt tình dễ thương
KORLEX,KS02201,VNPAYTGDD4,50000,100000,VNPAY-QR,1200000,2400000,48.0,Nữ,30.0,8.0,Pin,5.0,Kính Sapphire,Việt Nam,"Đồng hồ đẹp, săn sale nên mua giá rất tốt"
NAKZEN Hoa & Gió,SS4063L2NO,VNPAYTGDD4,50000,100000,VNPAY-QR,715000,1430000,24.0,Nữ,36.0,7.0,Pin,3.0,Kính Sapphire,Nhật Bản,Thái độ phục vụ của TG di động rất tốt. Mẫu đồng hồ tương đối ok nhưng kim chạy chưa chuẩn.
KORLEX,KS00204,VNPAYTGDD4,50000,100000,VNPAY-QR,980000,1960000,24.0,Nữ,33.0,8.0,Pin,5.0,Kính Sapphire,Việt Nam,Đặt màu trắng nhưng bị chết máy nên đành lấy đen
KORLEX,KL00701,VNPAYTGDD4,50000,100000,VNPAY-QR,1300000,2600000,60.0,Nữ,30.0,8.0,Pin,5.0,Kính Sapphire,Việt Nam,Đồng hồ xài OK nhưng dây da nhanh hư xài 1 tháng chuyển sang dây inox xài ok
CASIO,LTP1303D1AVDF,VNPAYTGDD4,50000,100000,VNPAY-QR,881000,1356000,36.0,Nữ,30.0,8.0,Pin,5.0,Kính khoáng Mineral,Nhật Bản,"Đã thay pin chờ thời gian nữa xem sao, nhìn chung OK."
CASIO,LTP1275SG7BDF,VNPAYTGDD4,50000,100000,VNPAY-QR,1015000,1563000,36.0,Nữ,25.0,7.5,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Sẩn phẩm tốt đáng để mua
NAKZEN,SS5038G1,VNPAYTGDD4,50000,100000,VNPAY-QR,990000,1980000,24.0,Nam,42.0,12.0,Pin,3.0,Kính khoáng Mineral,Nhật Bản,rat ưng ý mặt hàng
CASIO,LTPV006D2BUDF,VNPAYTGDD4,50000,100000,VNPAY-QR,620000,1036000,36.0,Nữ,24.9,9.5,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Ok tuy nhiên khâu thanh toán có vấn đề
CASIO,LTP1241D2ADF,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1178000,36.0,Nữ,25.0,9.0,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Sp tốt
CASIO,LTP1241D2A2DF,VNPAYTGDD4,50000,100000,VNPAY-QR,765000,1178000,36.0,Nữ,25.0,9.0,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Tôi dùng đồng hồ đên giờ cảm thấy tôt
SMILE KID,SL05401,VNPAYTGDD4,50000,100000,VNPAY-QR,190000,290000,18.0,Trẻ em,34.0,13.0,Pin,3.0,Kính Acrylic (thủy tinh hữu cơ),Việt Nam,Tốt
CASIO,LTP1215A1ADF,VNPAYTGDD4,50000,100000,VNPAY-QR,780000,1201000,36.0,Nữ,28.0,9.0,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Đồng hồ rất đẹp nha
BABYG,BGA2507A2DR,VNPAYTGDD4,50000,100000,VNPAY-QR,2158000,3321000,36.0,Nữ,38.8,13.3,Pin,10.0,Kính khoáng Mineral,Nhật Bản,"Sp thực tế đẹp hơn trên hình .Bạn nữ tay nhỏ như mình đeo rất xinh , Mua hàng trưng bày giá sale có 40 giá gốc thui , mà mn nên ra tận nơi để trải nghiệm tốt hơn nhé . Nhân viên tư vấn nhiệt tình dù hàng sale , có hướng dẫn chu đáo , chế độ bảo hành vẫn đầy đủ , tiếc là k có full box . Vẫn cho 5 vì đc hỗ trợ 1 vỏ hộp khác để cất đồ"
SMILE KID,SL05201,VNPAYTGDD4,50000,100000,VNPAY-QR,190000,290000,18.0,Trẻ em,34.0,13.0,Pin,3.0,Kính Acrylic (thủy tinh hữu cơ),Việt Nam,"Sản phẩm rất đẹp, nhưng dây đeo chất liệu dễ bị dơ, đeo vài ngày nhìn thấy bẩn, dù vệ sinh vẫn ko sạch đc. Nhìn vào như ở dơ vậy, ko dám đeo luôn"
SMILE KID,SL04101,VNPAYTGDD4,50000,100000,VNPAY-QR,190000,290000,24.0,Trẻ em,27.0,10.0,Pin,3.0,Kính Acrylic (thủy tinh hữu cơ),Việt Nam,Bé nhà mình rất thích
SMILE KID,SL03801,VNPAYTGDD4,50000,100000,VNPAY-QR,190000,290000,24.0,Trẻ em,27.0,10.0,Pin,3.0,Kính Acrylic (thủy tinh hữu cơ),Việt Nam,K có chống vô nước. Hơi tiếc
ELIO Nàng Thơ,ES06202,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1190000,36.0,Nữ,30.0,9.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,"Sp ok,"
ELIO Nàng Thơ,ES04301,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1190000,36.0,Nữ,26.0,9.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,Đeo đẹp tay ko vô nuớc khi đi mưa và rửa tay còn màu dây thì hiện tại đẹp...
SMILE KID,SL04501,VNPAYTGDD4,50000,100000,VNPAY-QR,190000,290000,24.0,Trẻ em,27.0,10.0,Pin,3.0,Kính Acrylic (thủy tinh hữu cơ),Việt Nam,Rất tốt.thich hop 5sao
CASIO,LTP1128G9ARDF,VNPAYTGDD4,50000,100000,VNPAY-QR,890000,1411000,36.0,Nữ,27.0,7.2,Pin,3.0,Kính khoáng Mineral,Nhật Bản,"Giao hàng nhanh, nhân viên giao hàng rất nhiệt tình "
ORIENT Sun & Moon,RAAS0101S10B,VNPAYTGDD4,50000,100000,VNPAY-QR,10170000,13560000,N/A,Nam,41.5,N/A,Cơ tự động,3.0,Kính khoáng Mineral,Nhật Bản,"Mình đeo thời gian thì đồng hồ chạy nhanh mang đi bảo hành thì hãng báo đồng hồ bị trầy, xước, cấn, có bụi ở dây và mặt sau nên từ chối bảo hành Lý do từ chối bảo hành quá vô lý"
ELIO,ES05301,VNPAYTGDD4,50000,100000,VNPAY-QR,290000,1090000,36.0,Nữ,32.0,10.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,"Mua được mấy ngày .đồng hồ bị chạy sai giờ ,phải đưa đi bảo hành"
SMILE KID,SL03201,VNPAYTGDD4,50000,100000,VNPAY-QR,190000,290000,24.0,Trẻ em,27.0,10.0,Pin,3.0,Kính Acrylic (thủy tinh hữu cơ),Việt Nam,"So với giá tiền thì sản phẩm quá ok, . Chăm sóc khách hàng tốt, 
Rất ưng ạ"
SKMEI,SK1483,VNPAYTGDD4,50000,100000,VNPAY-QR,190000,300000,12.0,Trẻ em,33.0,8.5,Pin,5.0,Nhựa Resin,Trung Quốc,"Màu sắc đẹp, chất lượng tốt, nên mua"
CASIO,LTPE157MRB1BDF,VNPAYTGDD4,50000,100000,VNPAY-QR,2010000,3460000,36.0,Nữ,32.0,8.0,Pin,3.0,Kính khoáng Mineral,Nhật Bản,"Mới mua hôm 263 đến hôm nay đã rơi cả số ra rồi, mình đặt online bảo hành ở đâu được shop"
MVW,ML04301,VNPAYTGDD4,50000,100000,VNPAY-QR,490000,1290000,36.0,Nam,43.0,10.0,Pin,5.0,Kính khoáng Mineral,Việt Nam,"Đồng hồ ở ngoài đẹp hơn trên web, nhân viên nhiệt tình dễ mến. Được thay pin miễn phí trọn đời"
MVW,MS05401,VNPAYTGDD4,50000,100000,VNPAY-QR,790000,1490000,36.0,Nam,41.0,11.0,Pin,5.0,Kính khoáng Mineral,Việt Nam,Xài thấy OK
CITIZEN,ER021853X,VNPAYTGDD4,50000,100000,VNPAY-QR,3435000,5285000,24.0,Nữ,30.0,7.0,Pin,5.0,Kính khoáng Mineral,Nhật Bản,"Đồng hồ đẹp, nhân viên tư vấn các chính sách bảo hành và khuyến mãi rất nhiệt tình"
CITIZEN,ER021853L,VNPAYTGDD4,50000,100000,VNPAY-QR,3435000,5285000,24.0,Nữ,30.0,7.0,Pin,5.0,Kính khoáng Mineral,Nhật Bản,Tôi rất hài lòng vì chiếc đồng hồ citizen này
CITIZEN,ED818451A,VNPAYTGDD4,50000,100000,VNPAY-QR,2915000,4485000,24.0,Nữ,33.0,8.5,Pin,3.0,Kính khoáng Mineral,Nhật Bản,tạm ổn
CITIZEN,EZ701358A,VNPAYTGDD4,50000,100000,VNPAY-QR,3175000,4885000,24.0,Nữ,24.0,6.7,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Sản phẩm rất ok màu rất đẹp nhé săn được giá rẻ mua được hời nhé
CITIZEN,BI509459E,VNPAYTGDD4,50000,100000,VNPAY-QR,3363000,4485000,24.0,Nam,42.0,11.0,Pin,5.0,Kính khoáng Mineral,Nhật Bản,"Bạn nhân viên nam tư vấn nhiệt tình, hướng dẫn sử dụng cụ thể...sẽ ghé lại ủng hộ chính bạn nhân viên đã bán hàng."
NAKZEN,SS4187G1,VNPAYTGDD4,50000,100000,VNPAY-QR,570000,1140000,24.0,Nam,40.0,8.0,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Rất tôt
CASIO,LTPE168D1BDF,VNPAYTGDD4,50000,100000,VNPAY-QR,1490000,2374000,36.0,Nữ,26.0,8.1,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Ok
